geometry,population,h3_index,count_cafe,count_university,count_restaurant,count_tourism,count_sport,count_office,count_fastfood,count_transport,count_entertainment,count_bar_pub,count_market,count_mall,population_neigh,count_cafe_neigh,count_university_neigh,count_restaurant_neigh,count_tourism_neigh,count_sport_neigh,count_office_neigh,count_fastfood_neigh,count_transport_neigh,count_entertainment_neigh,count_bar_pub_neigh,count_market_neigh,count_mall_neigh,VoroninScor
"POLYGON ((30.750745337546274 46.40633005593706, 30.754859868782052 46.402358968154104, 30.751847038927103 46.39814893523189, 30.74472003223301 46.39790981877175, 30.74060509724886 46.401880776530575, 30.74361757261364 46.40609098077, 30.750745337546274 46.40633005593706))",0.5055060304142632,881e5d5215fffff,0.9736842105263158,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.09090909090909091,0.28172452260647024,0.9735099337748344,0.05405405405405406,0.96875,0.08571428571428572,0.15384615384615385,0.010869565217391304,1.0,0.0,0.15789473684210525,1.0,0.0,0.12121212121212122,5.514993849642274
"POLYGON ((30.739502142500186 46.41006158758209, 30.74361757261364 46.40609098077, 30.74060509724886 46.401880776530575, 30.733477546515072 46.40164100784354, 30.72936171293937 46.40561148454495, 30.732373833466177 46.4098218600404, 30.739502142500186 46.41006158758209))",0.07400367068694284,881e5d5203fffff,0.9868421052631579,0.07692307692307693,0.9846153846153847,0.0,0.16666666666666666,0.02857142857142857,1.0,0.0,0.0,1.0,0.0,0.0,0.4283089441564407,0.9006622516556292,0.05405405405405406,0.96875,0.0,0.6153846153846154,0.10869565217391304,0.8571428571428571,0.0,0.05263157894736842,0.9761904761904762,0.2857142857142857,0.42424242424242425,3.3541952339238583
"POLYGON ((30.754859868782052 46.402358968154104, 30.750745337546274 46.40633005593706, 30.75375843066643 46.41053969665541, 30.760233027578014 46.41075622712911, 30.7602196 46.4106126, 30.7601211 46.4101672, 30.7603366 46.4101301, 30.760321 46.410009, 30.7600415 46.4091492, 30.7606583 46.4090151, 30.7606614 46.4089207, 30.7604297 46.408514, 30.7602734 46.4082197, 30.7601089 46.4079191, 30.7597836 46.4074063, 30.7594883 46.4068616, 30.7592684 46.4060246, 30.7590196 46.4060528, 30.7588657 46.4057147, 30.7587651 46.4055616, 30.7585246 46.4051957, 30.7584367 46.4050509, 30.758308 46.404839, 30.7580877 46.4045136, 30.758061 46.4044741, 30.757856 46.404197, 30.7578078 46.4041318, 30.7577757 46.4040764, 30.7575913 46.4037584, 30.7574771 46.403471, 30.7574466 46.4032681, 30.7574421 46.4031339, 30.7574405 46.4030849, 30.7573331 46.4031074, 30.7569642 46.402721, 30.7566232 46.4024295, 30.756613533224535 46.40241763252523, 30.754859868782052 46.402358968154104))",0.19867593078133194,881e5d5211fffff,0.9868421052631579,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.15384615384615385,1.0,0.0,0.0,0.31053218715138786,0.9867549668874173,0.0,0.96875,0.02857142857142857,0.15384615384615385,0.021739130434782608,1.0,0.0,0.10526315789473684,1.0,0.0,0.18181818181818182,0.3475371088033839
"POLYGON ((30.74964340435316 46.414510433514124, 30.75375843066643 46.41053969665541, 30.750745337546274 46.40633005593706, 30.74361757261364 46.40609098077, 30.739502142500186 46.41006158758209, 30.742514881025976 46.41427139960419, 30.74964340435316 46.414510433514124))",0.5069480859989512,881e5d521dfffff,1.0,0.0,1.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.45404554104600037,0.9668874172185431,0.05405405405405406,0.96875,0.05714285714285714,0.15384615384615385,0.03260869565217391,1.0,0.0,0.15789473684210525,1.0,0.0,0.18181818181818182,8.706182659174393
"POLYGON ((30.738398955668984 46.41824165533084, 30.742514881025976 46.41427139960419, 30.739502142500186 46.41006158758209, 30.732373833466177 46.4098218600404, 30.72825750459519 46.41379198563385, 30.73126988817868 46.418001968898494, 30.738398955668984 46.41824165533084))",0.35894074462506553,881e5d520bfffff,1.0,0.07692307692307693,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.49988844412363015,0.9139072847682119,0.08108108108108109,0.9895833333333334,0.02857142857142857,0.6923076923076923,0.08695652173913043,0.9761904761904762,0.0,0.05263157894736842,0.9761904761904762,0.14285714285714285,0.24242424242424243,9.432390932497869
"POLYGON ((30.75375843066643 46.41053969665541, 30.74964340435316 46.414510433514124, 30.75265676078045 46.41871968192594, 30.759785497965247 46.418958022131264, 30.762815332369726 46.41603404309764, 30.76267 46.4157956, 30.7625332 46.4154028, 30.7622341 46.4152065, 30.7620909 46.4148164, 30.7620839 46.4145031, 30.7622655 46.4143686, 30.7621404 46.4143289, 30.762006 46.414146, 30.7619763 46.4139672, 30.7620967 46.4137939, 30.7624217 46.4136805, 30.7624188 46.413573, 30.7621744 46.4134279, 30.7617807 46.4130404, 30.7613814 46.4126448, 30.7613676 46.4125824, 30.761388 46.4125242, 30.7615698 46.412323, 30.7616447 46.4122352, 30.7616582 46.4121827, 30.7616421 46.4121371, 30.7615847 46.4120977, 30.7614894 46.4120598, 30.7614225 46.4120438, 30.7613231 46.41202, 30.7611716 46.4119849, 30.7610625 46.4119539, 30.7609959 46.411935, 30.7608014 46.4118508, 30.7607374 46.4118097, 30.7606418 46.4117482, 30.7604809 46.4116002, 30.7603616 46.4114449, 30.7602945 46.4113108, 30.7602596 46.4111989, 30.7602583 46.4111129, 30.7602532 46.410972, 30.760233027578014 46.41075622712911, 30.75375843066643 46.41053969665541))",0.5315941269008915,881e5d5219fffff,1.0,0.0,0.9692307692307692,0.047619047619047616,0.16666666666666666,0.05714285714285714,1.0,0.0,0.07692307692307693,1.0,0.0,0.45454545454545453,0.485491173961546,0.9536423841059603,0.0,1.0,0.08571428571428572,0.15384615384615385,0.010869565217391304,1.0,0.0,0.10526315789473684,1.0,0.0,0.09090909090909091,14.493750835027756
"POLYGON ((30.748541239275472 46.422690067721796, 30.75265676078045 46.41871968192594, 30.74964340435316 46.414510433514124, 30.742514881025976 46.41427139960419, 30.738398955668984 46.41824165533084, 30.74141195739761 46.42245107503293, 30.748541239275472 46.422690067721796))",0.601140534871526,881e5d5257fffff,0.9868421052631579,0.0,1.0,0.047619047619047616,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6800183739090492,0.9602649006622517,0.02702702702702703,0.9583333333333334,0.08571428571428572,0.38461538461538464,0.06521739130434782,1.0,0.0,0.05263157894736842,1.0,0.0,0.36363636363636365,13.113373528089674
"POLYGON ((30.759785497965247 46.418958022131264, 30.762799472196413 46.42316670679598, 30.768567725413153 46.42335899383069, 30.7681713 46.421886, 30.7680016 46.4216063, 30.7678287 46.4213212, 30.7673437 46.4210964, 30.7671349 46.4210219, 30.7671084 46.4210124, 30.7666048 46.4207677, 30.7668009 46.4203238, 30.7662353 46.4202612, 30.7649722 46.418965, 30.764869 46.418817, 30.7645532 46.418319, 30.7641218 46.4176289, 30.7639856 46.4176559, 30.7637792 46.4175663, 30.7636925 46.4175165, 30.7636306 46.4174525, 30.7635006 46.4173216, 30.763416 46.417313, 30.763158 46.4170412, 30.7632096 46.41699, 30.7635997 46.4168662, 30.7631954 46.4163791, 30.7629547 46.4162627, 30.762815332369726 46.41603404309764, 30.759785497965247 46.418958022131264))",0.12021499737808075,881e5dcd25fffff,0.9868421052631579,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.39779513091410196,0.8344370860927153,0.0,0.9270833333333334,0.11428571428571428,0.3076923076923077,0.06521739130434782,1.0,0.0,0.7368421052631579,0.9761904761904762,0.0,0.30303030303030304,3.284127899177176
"POLYGON ((30.737295536682815 46.426420979535536, 30.74141195739761 46.42245107503293, 30.738398955668984 46.41824165533084, 30.73126988817868 46.418001968898494, 30.727153063898196 46.42197174324532, 30.73016571058012 46.426181334176555, 30.737295536682815 46.426420979535536))",0.4372050340849502,881e5d5255fffff,1.0,0.0,1.0,0.0,0.16666666666666666,0.05714285714285714,1.0,0.0,0.0,1.0,0.0,0.09090909090909091,0.5796837062799396,0.8807947019867549,0.08108108108108109,0.9583333333333334,0.02857142857142857,0.23076923076923078,0.22826086956521738,0.9523809523809523,0.0,0.10526315789473684,0.9761904761904762,0.0,0.5151515151515151,12.188430713909264
"POLYGON ((30.75868435488147 46.427137222597054, 30.762799472196413 46.42316670679598, 30.759785497965247 46.418958022131264, 30.75265676078045 46.41871968192594, 30.748541239275472 46.422690067721796, 30.751554859051755 46.4268989237245, 30.75868435488147 46.427137222597054))",1.0,881e5d5253fffff,0.9473684210526315,0.0,1.0,0.09523809523809523,0.16666666666666666,0.02857142857142857,1.0,0.0,0.0,1.0,0.0,0.2727272727272727,0.6500164052759367,0.8145695364238411,0.0,0.8854166666666666,0.08571428571428572,0.3076923076923077,0.15217391304347827,1.0,0.0,0.7368421052631579,0.9761904761904762,0.0,0.3333333333333333,28.726164182891882
"POLYGON ((30.747438842240808 46.43086895831892, 30.751554859051755 46.4268989237245, 30.748541239275472 46.422690067721796, 30.74141195739761 46.42245107503293, 30.737295536682815 46.426420979535536, 30.740308801656116 46.43063000681512, 30.747438842240808 46.43086895831892))",0.5637781856318825,881e5d5251fffff,0.9736842105263158,0.0,0.9692307692307692,0.0,0.16666666666666666,0.02857142857142857,1.0,0.0,0.0,1.0,0.0,0.2727272727272727,0.8734693877551021,0.8675496688741722,0.05405405405405406,0.9479166666666666,0.08571428571428572,0.3076923076923077,0.18478260869565216,0.9285714285714286,0.0,0.0,1.0,0.0,0.5151515151515151,16.94047947649446
"POLYGON ((30.762799472196413 46.42316670679598, 30.75868435488147 46.427137222597054, 30.761698592607754 46.43134551476358, 30.768828301953537 46.431583119747124, 30.769519448553897 46.43091617202851, 30.7694305 46.4307883, 30.7695408 46.4307587, 30.7694408 46.4306165, 30.7693408 46.4304965, 30.7691796 46.4303809, 30.76901 46.4302264, 30.768899 46.4301253, 30.7687184 46.4298874, 30.7685862 46.4296452, 30.768539 46.4294875, 30.7685104 46.4293844, 30.7684681 46.4292316, 30.7683387 46.4289311, 30.7686377 46.4288671, 30.7686135 46.4288289, 30.7685964 46.428802, 30.7684792 46.4286651, 30.7683541 46.4285389, 30.7681933 46.428425, 30.767999 46.4283311, 30.7679431 46.428311, 30.7676753 46.4282145, 30.7678691 46.4279939, 30.7676039 46.4278562, 30.767374 46.4277148, 30.7671796 46.4275691, 30.7670318 46.4274178, 30.7669442 46.4273142, 30.7668692 46.4271715, 30.7668169 46.4270054, 30.766758 46.4267988, 30.7667502 46.4266651, 30.7667746 46.4265435, 30.7668045 46.4264012, 30.7669365 46.4262193, 30.767058 46.4260695, 30.7674667 46.4256578, 30.7672305 46.4255565, 30.767831 46.4250146, 30.7684557 46.4245401, 30.7687411 46.4240032, 30.768567725413153 46.42335899383069, 30.762799472196413 46.42316670679598))",0.45752490823282643,881e5dcd2dfffff,0.7236842105263158,0.0,0.9230769230769231,0.047619047619047616,0.3333333333333333,0.08571428571428572,1.0,0.0,1.0,0.9629629629629629,0.0,0.18181818181818182,0.5297854189907474,0.9337748344370861,0.0,0.9479166666666666,0.05714285714285714,0.15384615384615385,0.09782608695652174,0.9761904761904762,0.0,0.15789473684210525,1.0,0.0,0.2727272727272727,21.483751594067222
"POLYGON ((30.665992367404577 46.42400432420357, 30.673123172537096 46.42424801016349, 30.677243497259614 46.420279942462905, 30.67486625756354 46.41695377104223, 30.6746569 46.4174189, 30.664476517824966 46.42188304971257, 30.665992367404577 46.42400432420357))",0.0003277399056109072,881e5dc9bbfffff,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0012205525296935494,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.465151309608421
"POLYGON ((30.694514939615793 46.42497637388903, 30.698633964035608 46.42100769343716, 30.69562291011008 46.416796804541505, 30.68849318790083 46.41655442508337, 30.684373761165322 46.42052297507902, 30.68738445886113 46.42473403498529, 30.694514939615793 46.42497637388903))",0.0,881e5d5269fffff,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.11386573922173371,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9761904761904762,0.14285714285714285,0.0,-9.630968526514526
"POLYGON ((30.71590572962959 46.425700696823476, 30.720023452713093 46.42173140410411, 30.717011424419905 46.41752124965815, 30.70988202858791 46.41728021680785, 30.705763902563508 46.42124937922113, 30.708775575218386 46.425459704787066, 30.71590572962959 46.425700696823476))",0.44677503932878865,881e5d5247fffff,0.9868421052631579,0.07692307692307693,1.0,0.047619047619047616,0.0,0.05714285714285714,1.0,0.0,0.0,1.0,0.2,0.18181818181818182,0.48259072117593016,0.8013245033112583,0.05405405405405406,0.9479166666666666,0.02857142857142857,0.3076923076923077,0.33695652173913043,0.9761904761904762,0.0,0.21052631578947367,0.9523809523809523,0.2857142857142857,0.48484848484848486,17.462958932434976
"POLYGON ((30.683264536167176 46.428702233228314, 30.68738445886113 46.42473403498529, 30.684373761165322 46.42052297507902, 30.677243497259614 46.420279942462905, 30.673123172537096 46.42424801016349, 30.67613351365522 46.42845924101888, 30.683264536167176 46.428702233228314))",0.003998426848453068,881e5dc997fffff,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.022901765207690793,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.0,-10.31778258682875
"POLYGON ((30.704656953452638 46.429428515631415, 30.708775575218386 46.425459704787066, 30.705763902563508 46.42124937922113, 30.698633964035608 46.42100769343716, 30.694514939615793 46.42497637388903, 30.697526256284306 46.42918687051359, 30.704656953452638 46.429428515631415))",0.2984399580492921,881e5d5245fffff,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9629629629629629,0.0,0.0,0.32423387361375416,0.8940397350993378,0.02702702702702703,0.9895833333333334,0.05714285714285714,0.07692307692307693,0.16304347826086957,0.9761904761904762,0.0,0.05263157894736842,1.0,0.5714285714285714,0.21212121212121213,3.4778007129225217
"POLYGON ((30.726048390775766 46.430150757138186, 30.73016571058012 46.426181334176555, 30.727153063898196 46.42197174324532, 30.720023452713093 46.42173140410411, 30.71590572962959 46.425700696823476, 30.718918020916735 46.42991045892259, 30.726048390775766 46.430150757138186))",0.5187467226009439,881e5d5243fffff,0.9210526315789473,0.0,0.9692307692307692,0.0,0.3333333333333333,0.42857142857142855,1.0,0.0,0.07692307692307693,1.0,0.0,0.5454545454545454,0.5155062668154078,0.8079470198675497,0.08108108108108109,0.96875,0.05714285714285714,0.15384615384615385,0.32608695652173914,0.9047619047619048,0.0,0.10526315789473684,0.9761904761904762,0.5714285714285714,0.5151515151515151,26.531199192032634
"POLYGON ((30.664881129009125 46.43218331110476, 30.672012692808615 46.432426956805735, 30.67613351365522 46.42845924101888, 30.673123172537096 46.42424801016349, 30.665992367404577 46.42400432420357, 30.66225569470098 46.427601695334154, 30.6621697 46.4281377, 30.661980268261562 46.42812458878996, 30.664881129009125 46.43218331110476))",0.0003277399056109072,881e5dc995fffff,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.007572675372399764,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.40163008118136
"POLYGON ((30.69340673595734 46.43315519923542, 30.697526256284306 46.42918687051359, 30.694514939615793 46.42497637388903, 30.68738445886113 46.42473403498529, 30.683264536167176 46.428702233228314, 30.686275496501228 46.432912900850134, 30.69340673595734 46.43315519923542))",0.10553224960671212,881e5dc993fffff,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.0,0.18723013321084062,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9761904761904762,0.0,0.06060606060606061,-5.280186087995709
"POLYGON ((30.7147998021434 46.433879400095655, 30.718918020916735 46.42991045892259, 30.71590572962959 46.425700696823476, 30.708775575218386 46.425459704787066, 30.704656953452638 46.429428515631415, 30.707668888996885 46.433638448837144, 30.7147998021434 46.433879400095655))",0.3586785527005768,881e5d5241fffff,0.8026315789473685,0.0,0.9846153846153847,0.047619047619047616,0.16666666666666666,0.37142857142857144,0.9333333333333333,0.0,0.07692307692307693,1.0,0.4,0.2727272727272727,0.5810879979001247,0.9205298013245033,0.02702702702702703,0.9583333333333334,0.02857142857142857,0.23076923076923078,0.30434782608695654,0.9523809523809523,0.0,0.10526315789473684,0.9761904761904762,0.2857142857142857,0.48484848484848486,19.250892610092762
"POLYGON ((30.736191885469207 46.43459955995513, 30.740308801656116 46.43063000681512, 30.737295536682815 46.426420979535536, 30.73016571058012 46.426181334176555, 30.726048390775766 46.430150757138186, 30.729061300597937 46.43435995563348, 30.736191885469207 46.43459955995513))",0.45785264813843735,881e5d525dfffff,0.9342105263157895,0.0,1.0,0.0,0.0,0.08571428571428572,0.8666666666666667,0.0,0.0,1.0,0.0,0.6363636363636364,0.681015814686003,0.8675496688741722,0.08108108108108109,0.90625,0.0,0.5384615384615384,0.358695652173913,0.9523809523809523,0.0,0.05263157894736842,1.0,0.14285714285714285,0.6060606060606061,16.097342086575924
"POLYGON ((30.682155077734393 46.43688074720203, 30.686275496501228 46.432912900850134, 30.683264536167176 46.428702233228314, 30.67613351365522 46.42845924101888, 30.672012692808615 46.432426956805735, 30.675023296460097 46.43663779536332, 30.682155077734393 46.43688074720203))",0.009242265338227583,881e5dc991fffff,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.033821116871185775,0.9933774834437086,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.0,-10.156692432848642
"POLYGON ((30.703549771375386 46.43760690797408, 30.707668888996885 46.433638448837144, 30.704656953452638 46.429428515631415, 30.697526256284306 46.42918687051359, 30.69340673595734 46.43315519923542, 30.696418315410547 46.43736530348643, 30.703549771375386 46.43760690797408))",0.5851468274777137,881e5d524dfffff,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.18181818181818182,0.37444714220093184,0.8874172185430463,0.02702702702702703,0.9791666666666666,0.02857142857142857,0.15384615384615385,0.18478260869565216,0.9523809523809523,0.0,0.10526315789473684,0.9761904761904762,0.42857142857142855,0.36363636363636365,12.111071222484501
"POLYGON ((30.724943485155418 46.438329027071426, 30.729061300597937 46.43435995563348, 30.726048390775766 46.430150757138186, 30.718918020916735 46.42991045892259, 30.7147998021434 46.433879400095655, 30.71781235646628 46.43808876974547, 30.724943485155418 46.438329027071426))",0.47941793392763504,881e5d524bfffff,0.9473684210526315,0.0,0.9692307692307692,0.0,0.0,0.22857142857142856,0.9333333333333333,0.0,0.0,1.0,0.2,0.2727272727272727,0.599199422534287,0.8145695364238411,0.05405405405405406,0.96875,0.02857142857142857,0.46153846153846156,0.43478260869565216,0.9047619047619048,0.0,0.15789473684210525,1.0,0.2857142857142857,0.7272727272727273,19.461798578031985
"POLYGON ((30.670901979374936 46.440605159098, 30.675023296460097 46.43663779536332, 30.672012692808615 46.432426956805735, 30.664881129009125 46.43218331110476, 30.66075941013175 46.43615054418817, 30.66376965675241 46.44036155362004, 30.670901979374936 46.440605159098))",0.0020319874147876247,881e5dc99dfffff,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.014725375680818952,0.9933774834437086,0.0,1.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.0,1.0,0.0,0.0,-10.682331593697299
"POLYGON ((30.692298299061985 46.44133328033979, 30.696418315410547 46.43736530348643, 30.69340673595734 46.43315519923542, 30.686275496501228 46.432912900850134, 30.682155077734393 46.43688074720203, 30.68516630074831 46.44109102243694, 30.692298299061985 46.44133328033979))",0.04044310435238595,881e5dc99bfffff,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3188660673272524,0.9801324503311258,0.02702702702702703,0.9895833333333334,0.0,0.07692307692307693,0.010869565217391304,1.0,0.0,0.0,1.0,0.14285714285714285,0.30303030303030304,-4.255406007842455
"POLYGON ((30.713693641888728 46.44205735923374, 30.71781235646628 46.43808876974547, 30.7147998021434 46.433879400095655, 30.707668888996885 46.433638448837144, 30.703549771375386 46.43760690797408, 30.706561969850707 46.441816448717134, 30.713693641888728 46.44205735923374))",0.5758390141583639,881e5d5249fffff,0.9868421052631579,0.0,1.0,0.0,0.16666666666666666,0.08571428571428572,0.9333333333333333,0.0,0.07692307692307693,1.0,0.0,0.2727272727272727,0.6287814161034189,0.8675496688741722,0.05405405405405406,0.9583333333333334,0.02857142857142857,0.23076923076923078,0.2608695652173913,0.9523809523809523,0.0,0.05263157894736842,0.9761904761904762,0.8571428571428571,0.5757575757575758,21.533061687362455
"POLYGON ((30.735088001955628 46.44277739634873, 30.739205413729003 46.43880819470973, 30.736191885469207 46.43459955995513, 30.729061300597937 46.43435995563348, 30.724943485155418 46.438329027071426, 30.72795665815964 46.44253783302838, 30.735088001955628 46.44277739634873))",0.5102254850550603,881e5dc8b7fffff,0.9868421052631579,0.07692307692307693,1.0,0.0,0.16666666666666666,0.11428571428571428,1.0,0.0,0.0,1.0,0.0,0.18181818181818182,0.6309600367478181,0.8741721854304636,0.16216216216216217,0.9270833333333334,0.0,0.38461538461538464,0.20652173913043478,0.9047619047619048,0.0,0.0,1.0,0.14285714285714285,0.5757575757575758,17.91239918909309
"POLYGON ((30.68104538579406 46.44505851675933, 30.68516630074831 46.44109102243694, 30.682155077734393 46.43688074720203, 30.675023296460097 46.43663779536332, 30.670901979374936 46.440605159098, 30.673912845601325 46.444815605255336, 30.68104538579406 46.44505851675933))",0.018746722600943892,881e5dc999fffff,0.9868421052631579,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.10578121924010762,0.9933774834437086,0.0,0.9895833333333334,0.0,0.07692307692307693,0.0,1.0,0.0,0.0,1.0,0.0,0.06060606060606061,-9.567347488855582
"POLYGON ((30.702442356259066 46.44578455600823, 30.706561969850707 46.441816448717134, 30.703549771375386 46.43760690797408, 30.696418315410547 46.43736530348643, 30.692298299061985 46.44133328033979, 30.69531014134152 46.44554299211479, 30.702442356259066 46.44578455600823))",0.49337965390665967,881e5dc8a7fffff,0.9868421052631579,0.07692307692307693,0.9846153846153847,0.0,0.0,0.02857142857142857,1.0,0.0,0.0,1.0,0.0,0.5454545454545454,0.5288929719797887,0.9867549668874173,0.0,1.0,0.0,0.23076923076923078,0.03260869565217391,0.9761904761904762,0.0,0.05263157894736842,0.9761904761904762,0.42857142857142855,0.2727272727272727,16.1706562767871
"POLYGON ((30.723838346964506 46.446506552804216, 30.72795665815964 46.44253783302838, 30.724943485155418 46.438329027071426, 30.71781235646628 46.43808876974547, 30.713693641888728 46.44205735923374, 30.71670645928906 46.44626633633187, 30.723838346964506 46.446506552804216))",0.5734792868379653,881e5dc8b5fffff,1.0,0.07692307692307693,1.0,0.0,0.16666666666666666,0.05714285714285714,1.0,0.0,0.0,1.0,0.0,0.2727272727272727,0.5399041931885294,0.9536423841059603,0.05405405405405406,0.9791666666666666,0.0,0.23076923076923078,0.17391304347826086,0.9523809523809523,0.0,0.05263157894736842,0.9761904761904762,0.5714285714285714,0.36363636363636365,19.885825222492873
"POLYGON ((30.757582980038798 46.43531567938582, 30.761698592607754 46.43134551476358, 30.75868435488147 46.427137222597054, 30.751554859051755 46.4268989237245, 30.747438842240808 46.43086895831892, 30.750452725407936 46.435077421810014, 30.757582980038798 46.43531567938582))",0.9743707393812271,881e5d525bfffff,0.9605263157894737,0.0,0.9692307692307692,0.0,0.0,0.22857142857142856,1.0,0.0,0.0,1.0,0.0,0.09090909090909091,0.8011155587636984,0.7350993377483444,0.08108108108108109,0.8229166666666666,0.08571428571428572,0.6923076923076923,0.14130434782608695,0.9285714285714286,0.0,0.7368421052631579,0.9761904761904762,0.0,0.696969696969697,30.32305588255969
"POLYGON ((30.768828301953537 46.431583119747124, 30.771473674506396 46.43527517344044, 30.7717728 46.4350967, 30.7718172 46.4349213, 30.7714565 46.434513, 30.7713358 46.434452, 30.7712057 46.434379, 30.7710662 46.4342727, 30.7708584 46.4340416, 30.7707068 46.4338161, 30.7706076 46.4335998, 30.7705258 46.4333466, 30.7705043 46.4332421, 30.7705023 46.4331827, 30.770484 46.4331344, 30.7703394 46.4327532, 30.7703576 46.432671, 30.7704039 46.4326151, 30.7706341 46.4325911, 30.7706258 46.4325306, 30.7704221 46.4325478, 30.7702865 46.4319556, 30.7702634 46.4318545, 30.7701577 46.4318629, 30.7700744 46.4317971, 30.7700093 46.4317277, 30.7699107 46.4315729, 30.7697582 46.4312594, 30.769519448553897 46.43091617202851, 30.768828301953537 46.431583119747124))",0.00045883586785527006,881e5dcd29fffff,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.15384615384615385,1.0,0.0,0.0,0.2042916201850515,0.8344370860927153,0.0,0.9166666666666666,0.05714285714285714,0.38461538461538464,0.08695652173913043,0.9761904761904762,0.0,0.7368421052631579,0.9761904761904762,0.0,0.21212121212121213,0.5064279633110434
"POLYGON ((30.7463362131767 46.43904710506452, 30.750452725407936 46.435077421810014, 30.747438842240808 46.43086895831892, 30.740308801656116 46.43063000681512, 30.736191885469207 46.43459955995513, 30.739205413729003 46.43880819470973, 30.7463362131767 46.43904710506452))",0.8940744625065548,881e5d5259fffff,0.9078947368421053,0.15384615384615385,0.9538461538461539,0.0,0.3333333333333333,0.08571428571428572,0.9333333333333333,0.0,0.0,1.0,0.0,0.45454545454545453,0.7244044884834963,0.8807947019867549,0.13513513513513514,0.8958333333333334,0.0,0.46153846153846156,0.25,0.9285714285714286,0.0,0.0,1.0,0.0,0.5757575757575758,27.878887089012657
"POLYGON ((30.768828301953537 46.431583119747124, 30.761698592607754 46.43134551476358, 30.757582980038798 46.43531567938582, 30.760597481302135 46.439523578951736, 30.767727949543236 46.439761142526855, 30.771516021701515 46.43610646397295, 30.7715089 46.4360992, 30.7714015 46.4359126, 30.771296 46.4356396, 30.7712708 46.435396, 30.7713548 46.4353461, 30.771473674506396 46.43527517344044, 30.768828301953537 46.431583119747124))",0.5531594126900892,881e5dcd67fffff,0.9736842105263158,0.0,0.9538461538461539,0.0,0.16666666666666666,0.0,0.9333333333333333,0.0,0.07692307692307693,1.0,0.0,0.45454545454545453,0.45126320624712907,0.8013245033112583,0.05405405405405406,0.8541666666666666,0.11428571428571428,0.6923076923076923,0.25,0.9761904761904762,0.0,0.8947368421052632,0.9761904761904762,0.0,0.24242424242424243,20.46283028980799
"POLYGON ((30.75648137336486 46.44349339225671, 30.760597481302135 46.439523578951736, 30.757582980038798 46.43531567938582, 30.750452725407936 46.435077421810014, 30.7463362131767 46.43904710506452, 30.74935035977663 46.4432551759416, 30.75648137336486 46.44349339225671))",0.5347404299947561,881e5dcd65fffff,0.9473684210526315,0.07692307692307693,0.9384615384615385,0.0,0.3333333333333333,0.14285714285714285,0.9333333333333333,0.0,0.0,1.0,0.0,0.45454545454545453,0.7570575497079861,0.8675496688741722,0.21621621621621623,0.84375,0.05714285714285714,0.8461538461538461,0.2391304347826087,0.9523809523809523,0.0,0.15789473684210525,1.0,0.0,0.45454545454545453,24.237281521237776
