geometry,population,h3_index,count_cafe,count_university,count_restaurant,count_tourism,count_sport,count_office,count_fastfood,count_transport,count_entertainment,count_bar_pub,count_market,count_mall,population_neigh,count_cafe_neigh,count_university_neigh,count_restaurant_neigh,count_tourism_neigh,count_sport_neigh,count_office_neigh,count_fastfood_neigh,count_transport_neigh,count_entertainment_neigh,count_bar_pub_neigh,count_market_neigh,count_mall_neigh
"POLYGON ((30.722732976130473 46.45468333409587, 30.726851783192604 46.450714966120465, 30.723838346964506 46.446506552804216, 30.71670645928906 46.44626633633187, 30.71258724879288 46.450234573997, 30.715600329312487 46.454443158441066, 30.722732976130473 46.45468333409587))",4750.0,881e5dc8bdfffff,1,1,0,0,0,0,0,0,0,0,0,2,39696.0,1,2,0,2,4,11,0,3,0,2,3,9
"POLYGON ((30.668679851100116 46.45695932966947, 30.672802161006018 46.45299267045421, 30.669791032163104 46.44878261679946, 30.662657950561442 46.44853905150855, 30.658535238761115 46.45250558002717, 30.66154601036314 46.4567158045296, 30.668679851100116 46.45695932966947))",67.0,881e5dc9d1fffff,0,0,0,0,0,0,0,0,0,0,0,1,8201.0,0,0,1,0,0,2,0,1,0,0,0,1
"POLYGON ((30.690080725269237 46.45768720885927, 30.69420173400444 46.45371993615794, 30.6911896288569 46.44951061696128, 30.68405687152949 46.4492683995049, 30.679935460273363 46.453235541659424, 30.68294720877189 46.45744503181337, 30.690080725269237 46.45768720885927))",8634.0,881e5dc8adfffff,0,0,0,0,0,0,0,0,0,1,0,1,25620.0,1,2,1,0,3,4,0,0,0,0,0,4
"POLYGON ((30.711480622783164 46.458411044144775, 30.715600329312487 46.454443158441066, 30.71258724879288 46.450234573997, 30.70545481770718 46.44999370418628, 30.701334708030878 46.45396145949322, 30.70434743249354 46.458170215003925, 30.711480622783164 46.458411044144775))",5965.0,881e5dc8abfffff,0,0,0,0,1,1,0,2,0,0,0,1,40027.0,1,3,0,1,3,9,1,0,0,1,3,10
"POLYGON ((30.73287953773852 46.45913083609499, 30.736997941028022 46.4551623378731, 30.733983886069584 46.45095448847553, 30.726851783192604 46.450714966120465, 30.722732976130473 46.45468333409587, 30.725746675624254 46.45889135466914, 30.73287953773852 46.45913083609499))",5418.0,881e5dc8b9fffff,1,0,0,1,0,4,0,1,0,1,0,1,41752.0,5,6,2,23,3,27,0,0,1,0,0,9
"POLYGON ((30.678825301099288 46.46141182166177, 30.68294720877189 46.45744503181337, 30.679935460273363 46.453235541659424, 30.672802161006018 46.45299267045421, 30.668679851100116 46.45695932966947, 30.671691242601135 46.46116899071932, 30.678825301099288 46.46141182166177))",3347.0,881e5dc9dbfffff,0,0,0,0,0,1,0,0,0,0,0,1,23125.0,0,2,1,0,2,2,0,1,0,1,0,3
"POLYGON ((30.700226826618078 46.462137618188436, 30.70434743249354 46.458170215003925, 30.701334708030878 46.45396145949322, 30.69420173400444 46.45371993615794, 30.690080725269237 46.45768720885927, 30.693093093326485 46.46189613537534, 30.700226826618078 46.462137618188436))",4590.0,881e5dc8a9fffff,0,0,0,0,0,2,0,0,0,0,0,0,35647.0,1,3,0,0,5,7,1,2,0,1,0,7
"POLYGON ((30.72162737258063 46.462859370705864, 30.725746675624254 46.45889135466914, 30.722732976130473 46.45468333409587, 30.715600329312487 46.454443158441066, 30.711480622783164 46.458411044144775, 30.71449396646382 46.46261923583259, 30.72162737258063 46.462859370705864))",7022.0,881e5dc887fffff,0,1,0,1,1,3,0,0,0,0,0,2,39093.0,4,4,0,25,2,22,2,3,0,1,0,12
"POLYGON ((30.66756843611299 46.465135297467526, 30.671691242601135 46.46116899071932, 30.668679851100116 46.45695932966947, 30.66154601036314 46.4567158045296, 30.657422801929457 46.46068198055844, 30.660433836084515 46.464891812442715, 30.66756843611299 46.465135297467526))",3104.0,881e5dc9d9fffff,0,0,0,0,0,0,0,1,0,0,0,0,17418.0,0,0,0,0,0,4,0,0,0,0,0,2
"POLYGON ((30.68897158822615 46.46586305579329, 30.693093093326485 46.46189613537534, 30.690080725269237 46.45768720885927, 30.68294720877189 46.45744503181337, 30.678825301099288 46.46141182166177, 30.681837312402585 46.465620919121875, 30.68897158822615 46.46586305579329))",4216.0,881e5dc8e7fffff,0,2,0,0,2,1,0,0,0,0,0,1,30020.0,1,0,0,0,1,6,0,1,0,1,0,2
"POLYGON ((30.71037376378685 46.46658676943665, 30.71449396646382 46.46261923583259, 30.711480622783164 46.458411044144775, 30.70434743249354 46.458170215003925, 30.700226826618078 46.462137618188436, 30.703239814137014 46.466345980929624, 30.71037376378685 46.46658676943665))",7498.0,881e5dc885fffff,0,1,0,0,1,4,1,0,0,0,0,4,38398.0,3,3,0,4,3,20,1,2,0,0,0,8
"POLYGON ((30.73177495688984 46.467306438966645, 30.73589385610904 46.463338292660666, 30.73287953773852 46.45913083609499, 30.725746675624254 46.45889135466914, 30.72162737258063 46.462859370705864, 30.724641335381936 46.467066998433985, 30.73177495688984 46.467306438966645))",5495.0,881e5dc883fffff,0,1,0,21,0,4,0,0,0,0,0,0,52625.0,35,7,3,15,3,40,18,5,3,5,3,21
"POLYGON ((30.67771490819896 46.46958735652595, 30.681837312402585 46.465620919121875, 30.678825301099288 46.46141182166177, 30.671691242601135 46.46116899071932, 30.66756843611299 46.465135297467526, 30.670580090313756 46.46934456581029, 30.67771490819896 46.46958735652595))",5688.0,881e5dc8e5fffff,0,0,0,0,0,1,0,0,0,0,0,0,25667.0,0,2,0,0,2,5,0,2,0,0,0,3
"POLYGON ((30.699118711947833 46.470313031853536, 30.703239814137014 46.466345980929624, 30.700226826618078 46.462137618188436, 30.693093093326485 46.46189613537534, 30.68897158822615 46.46586305579329, 30.691984219234797 46.47007158952657, 30.699118711947833 46.470313031853536))",3122.0,881e5dc8e3fffff,1,0,0,0,1,1,0,0,0,0,0,0,38074.0,0,4,0,0,4,12,1,1,0,0,0,6
"POLYGON ((30.73377622423678 46.372882050244186, 30.73678729295464 46.37709399363511, 30.743912569723637 46.37733388597418, 30.745970722804774 46.37534650225013, 30.7458052 46.3752853, 30.7456081 46.3751807, 30.745431 46.3751659, 30.7454069 46.3752362, 30.7453325 46.3752529, 30.7444272 46.3750118, 30.744767 46.3745931, 30.7441363 46.3743657, 30.7437071 46.3741836, 30.7432941 46.3740304, 30.7429095 46.3738856, 30.7427867 46.3738296, 30.7424033 46.3736976, 30.7422553 46.3738889, 30.742097 46.373932, 30.7419262 46.3739464, 30.7417595 46.3739061, 30.7414702 46.3737845, 30.7413196 46.3737212, 30.7411523 46.3736387, 30.740961 46.3735502, 30.740557 46.3733682, 30.7404303 46.3732247, 30.7403657 46.3730746, 30.7402605 46.3730284, 30.7401075 46.3730515, 30.739933 46.3731637, 30.7397584 46.373156, 30.7395433 46.3731115, 30.737941 46.3723658, 30.7372376 46.3719524, 30.7373081 46.3718577, 30.7373983 46.3717577, 30.7373003 46.3717009, 30.7372385 46.3717098, 30.7371656 46.3716832, 30.7370573 46.3716441, 30.7365319 46.371267, 30.7364481 46.3712069, 30.735910727053817 46.370821211561, 30.73377622423678 46.372882050244186))",1145.0,881e5d505dfffff,0,0,0,0,0,0,0,0,0,0,0,0,11010.0,1,0,1,3,0,1,0,0,0,0,0,1
"POLYGON ((30.743912569723637 46.37733388597418, 30.7469242558563 46.38154526624898, 30.750329345219072 46.38165957339387, 30.7503087 46.3816054, 30.7499665 46.3809616, 30.7499026 46.3808255, 30.7496887 46.3798693, 30.7497229 46.3798641, 30.7502157 46.3797896, 30.7502153 46.3797434, 30.7501084 46.3795528, 30.750044 46.3792419, 30.7500833 46.3789723, 30.7505836 46.3790232, 30.7506935 46.3789862, 30.7507485 46.3787799, 30.7507418 46.3786568, 30.7506385 46.3785921, 30.7505889 46.3784848, 30.7505634 46.3783654, 30.7505769 46.3781831, 30.7506305 46.3779666, 30.7507431 46.3777807, 30.7510006 46.3775891, 30.7510516 46.3774744, 30.7510959 46.3773532, 30.7511254 46.3772005, 30.7516471 46.3765103, 30.7519879 46.3759752, 30.7522616 46.3753965, 30.7521961 46.3752281, 30.7520064 46.3750733, 30.7517141 46.3748967, 30.7511428 46.3746505, 30.7507756 46.374594, 30.7504159 46.3745747, 30.7495005 46.3749315, 30.7488298 46.3751973, 30.7477162 46.3754458, 30.7475412 46.3754061, 30.7474544 46.37541, 30.7473552 46.3754489, 30.7468926 46.3754585, 30.7465053 46.3754666, 30.7462344 46.3754379, 30.7460624 46.3753804, 30.745970722804774 46.37534650225013, 30.743912569723637 46.37733388597418))",706.0,881e5d5059fffff,0,0,1,1,0,0,0,0,0,0,0,0,11195.0,0,0,0,2,0,0,0,0,2,1,0,0
"POLYGON ((30.742810310788208 46.38551692548498, 30.7469242558563 46.38154526624898, 30.743912569723637 46.37733388597418, 30.73678729295464 46.37709399363511, 30.73267294457942 46.38106552282783, 30.73568427618689 46.38527707439923, 30.742810310788208 46.38551692548498))",5894.0,881e5d5237fffff,0,0,0,1,0,0,0,0,0,0,0,0,15053.0,0,0,1,2,1,0,0,0,2,1,0,3
"POLYGON ((30.7469242558563 46.38154526624898, 30.742810310788208 46.38551692548498, 30.745822259956455 46.38972791385085, 30.75243061522305 46.389949691075074, 30.7522043 46.3897229, 30.7520762 46.3894789, 30.7519762 46.3892259, 30.7519498 46.3890239, 30.751922 46.388811, 30.751973 46.3886282, 30.7519727 46.3885678, 30.7518107 46.3885709, 30.7518019 46.3882224, 30.7517461 46.3879494, 30.7516905 46.3877146, 30.7516817 46.3876419, 30.7516641 46.3874978, 30.7516373 46.387335, 30.7515691 46.3872189, 30.7523397 46.387085, 30.7524749 46.3869536, 30.752406 46.3869341, 30.7516658 46.3865891, 30.7513735 46.3863004, 30.751183 46.3860488, 30.7510516 46.385799, 30.7508934 46.3855252, 30.7505771 46.385081, 30.750453 46.3846202, 30.7505272 46.3843771, 30.7504535 46.3841486, 30.7503945 46.3839174, 30.7503703 46.3836889, 30.7504132 46.3832587, 30.7509745 46.3832744, 30.7509765 46.3832277, 30.7507217 46.3832147, 30.7507297 46.3829201, 30.7507485 46.3827295, 30.7507625 46.3825463, 30.7507686 46.3824658, 30.7506868 46.3824732, 30.750601 46.3823724, 30.750329345219072 46.38165957339387, 30.7469242558563 46.38154526624898))",4156.0,881e5d5233fffff,0,0,0,1,0,0,0,0,2,1,0,0,18313.0,0,0,1,5,0,0,0,0,0,0,0,3
"POLYGON ((30.74170781998742 46.39369922241769, 30.745822259956455 46.38972791385085, 30.742810310788208 46.38551692548498, 30.73568427618689 46.38527707439923, 30.731569432859025 46.389248252900366, 30.734581027397827 46.39345941254926, 30.74170781998742 46.39369922241769))",4900.0,881e5d5231fffff,0,0,0,0,0,0,0,0,0,0,0,0,22557.0,5,1,3,5,2,3,2,0,2,2,1,14
"POLYGON ((30.745822259956455 46.38972791385085, 30.74170781998742 46.39369922241769, 30.74472003223301 46.39790981877175, 30.751847038927103 46.39814893523189, 30.754277837947214 46.3958023907823, 30.7542243 46.3957092, 30.7541062 46.3954485, 30.753881 46.395262, 30.7536759 46.3948635, 30.7534818 46.3944661, 30.7534202 46.39409, 30.7534382 46.3937162, 30.7537979 46.3936772, 30.7537993 46.3933906, 30.7537468 46.3932016, 30.7535078 46.392896, 30.7534203 46.392695, 30.7533679 46.392502, 30.753288 46.391659, 30.7532571 46.3914807, 30.7534036 46.3913787, 30.7534361 46.3913226, 30.7534158 46.3912511, 30.7532389 46.3909763, 30.7529421 46.3905683, 30.7526672 46.3902322, 30.7524421 46.3899612, 30.75243061522305 46.389949691075074, 30.745822259956455 46.38972791385085))",6813.0,881e5d523bfffff,0,0,0,3,0,0,0,0,0,0,0,3,19564.0,4,1,2,1,0,0,0,0,3,1,0,2
"POLYGON ((30.74060509724886 46.401880776530575, 30.74472003223301 46.39790981877175, 30.74170781998742 46.39369922241769, 30.734581027397827 46.39345941254926, 30.73046568900315 46.39743024021996, 30.733477546515072 46.40164100784354, 30.74060509724886 46.401880776530575))",2654.0,881e5d5239fffff,2,1,1,0,0,0,0,0,0,0,0,1,23765.0,10,1,5,3,3,11,7,0,1,2,2,17
"POLYGON ((30.751847038927103 46.39814893523189, 30.754859868782052 46.402358968154104, 30.756613533224535 46.40241763252523, 30.7565639 46.4023567, 30.7562076 46.4019191, 30.7559578 46.4015439, 30.7556472 46.4010786, 30.7555211 46.4009497, 30.7554114 46.4007726, 30.755268 46.4004021, 30.7552455 46.4003504, 30.754864 46.3997614, 30.7547717 46.3996189, 30.7545222 46.3992845, 30.7543223 46.3988721, 30.7542143 46.3986493, 30.7546992 46.3985132, 30.7543664 46.3980576, 30.7541754 46.3975824, 30.7541632 46.3973721, 30.7542018 46.3972052, 30.7542953 46.3969417, 30.7548197 46.3968071, 30.7548991 46.3967355, 30.7545478 46.3962723, 30.754277837947214 46.3958023907823, 30.751847038927103 46.39814893523189))",141.0,881e5d5217fffff,0,0,1,0,0,0,0,0,1,0,0,0,17558.0,3,0,0,3,0,0,0,0,2,0,0,4
"POLYGON ((30.750745337546274 46.40633005593706, 30.754859868782052 46.402358968154104, 30.751847038927103 46.39814893523189, 30.74472003223301 46.39790981877175, 30.74060509724886 46.401880776530575, 30.74361757261364 46.40609098077, 30.750745337546274 46.40633005593706))",7713.0,881e5d5215fffff,2,0,0,0,0,0,0,0,0,0,0,1,21505.0,4,2,3,3,2,1,0,0,3,0,0,4
"POLYGON ((30.739502142500186 46.41006158758209, 30.74361757261364 46.40609098077, 30.74060509724886 46.401880776530575, 30.733477546515072 46.40164100784354, 30.72936171293937 46.40561148454495, 30.732373833466177 46.4098218600404, 30.739502142500186 46.41006158758209))",1130.0,881e5d5203fffff,1,1,1,0,1,1,0,0,0,0,0,0,32674.0,15,2,3,0,8,10,6,0,1,1,2,14
"POLYGON ((30.754859868782052 46.402358968154104, 30.750745337546274 46.40633005593706, 30.75375843066643 46.41053969665541, 30.760233027578014 46.41075622712911, 30.7602196 46.4106126, 30.7601211 46.4101672, 30.7603366 46.4101301, 30.760321 46.410009, 30.7600415 46.4091492, 30.7606583 46.4090151, 30.7606614 46.4089207, 30.7604297 46.408514, 30.7602734 46.4082197, 30.7601089 46.4079191, 30.7597836 46.4074063, 30.7594883 46.4068616, 30.7592684 46.4060246, 30.7590196 46.4060528, 30.7588657 46.4057147, 30.7587651 46.4055616, 30.7585246 46.4051957, 30.7584367 46.4050509, 30.758308 46.404839, 30.7580877 46.4045136, 30.758061 46.4044741, 30.757856 46.404197, 30.7578078 46.4041318, 30.7577757 46.4040764, 30.7575913 46.4037584, 30.7574771 46.403471, 30.7574466 46.4032681, 30.7574421 46.4031339, 30.7574405 46.4030849, 30.7573331 46.4031074, 30.7569642 46.402721, 30.7566232 46.4024295, 30.756613533224535 46.40241763252523, 30.754859868782052 46.402358968154104))",3032.0,881e5d5211fffff,1,0,0,0,0,0,0,0,2,0,0,0,23700.0,2,0,3,1,2,2,0,0,2,0,0,6
"POLYGON ((30.74964340435316 46.414510433514124, 30.75375843066643 46.41053969665541, 30.750745337546274 46.40633005593706, 30.74361757261364 46.40609098077, 30.739502142500186 46.41006158758209, 30.742514881025976 46.41427139960419, 30.74964340435316 46.414510433514124))",7735.0,881e5d521dfffff,0,0,0,0,1,0,0,0,0,0,0,0,34635.0,5,2,3,2,2,3,0,0,3,0,0,6
"POLYGON ((30.738398955668984 46.41824165533084, 30.742514881025976 46.41427139960419, 30.739502142500186 46.41006158758209, 30.732373833466177 46.4098218600404, 30.72825750459519 46.41379198563385, 30.73126988817868 46.418001968898494, 30.738398955668984 46.41824165533084))",5477.0,881e5d520bfffff,0,1,0,0,0,0,0,0,0,0,0,0,38128.0,13,3,1,1,9,8,1,0,1,1,1,8
"POLYGON ((30.75375843066643 46.41053969665541, 30.74964340435316 46.414510433514124, 30.75265676078045 46.41871968192594, 30.759785497965247 46.418958022131264, 30.762815332369726 46.41603404309764, 30.76267 46.4157956, 30.7625332 46.4154028, 30.7622341 46.4152065, 30.7620909 46.4148164, 30.7620839 46.4145031, 30.7622655 46.4143686, 30.7621404 46.4143289, 30.762006 46.414146, 30.7619763 46.4139672, 30.7620967 46.4137939, 30.7624217 46.4136805, 30.7624188 46.413573, 30.7621744 46.4134279, 30.7617807 46.4130404, 30.7613814 46.4126448, 30.7613676 46.4125824, 30.761388 46.4125242, 30.7615698 46.412323, 30.7616447 46.4122352, 30.7616582 46.4121827, 30.7616421 46.4121371, 30.7615847 46.4120977, 30.7614894 46.4120598, 30.7614225 46.4120438, 30.7613231 46.41202, 30.7611716 46.4119849, 30.7610625 46.4119539, 30.7609959 46.411935, 30.7608014 46.4118508, 30.7607374 46.4118097, 30.7606418 46.4117482, 30.7604809 46.4116002, 30.7603616 46.4114449, 30.7602945 46.4113108, 30.7602596 46.4111989, 30.7602583 46.4111129, 30.7602532 46.410972, 30.760233027578014 46.41075622712911, 30.75375843066643 46.41053969665541))",8111.0,881e5d5219fffff,0,0,2,1,1,2,0,0,1,0,0,5,37031.0,7,0,0,3,2,1,0,0,2,0,0,3
"POLYGON ((30.748541239275472 46.422690067721796, 30.75265676078045 46.41871968192594, 30.74964340435316 46.414510433514124, 30.742514881025976 46.41427139960419, 30.738398955668984 46.41824165533084, 30.74141195739761 46.42245107503293, 30.748541239275472 46.422690067721796))",9172.0,881e5d5257fffff,1,0,0,1,0,0,0,0,0,0,0,0,51853.0,6,1,4,3,5,6,0,0,1,0,0,12
"POLYGON ((30.759785497965247 46.418958022131264, 30.762799472196413 46.42316670679598, 30.768567725413153 46.42335899383069, 30.7681713 46.421886, 30.7680016 46.4216063, 30.7678287 46.4213212, 30.7673437 46.4210964, 30.7671349 46.4210219, 30.7671084 46.4210124, 30.7666048 46.4207677, 30.7668009 46.4203238, 30.7662353 46.4202612, 30.7649722 46.418965, 30.764869 46.418817, 30.7645532 46.418319, 30.7641218 46.4176289, 30.7639856 46.4176559, 30.7637792 46.4175663, 30.7636925 46.4175165, 30.7636306 46.4174525, 30.7635006 46.4173216, 30.763416 46.417313, 30.763158 46.4170412, 30.7632096 46.41699, 30.7635997 46.4168662, 30.7631954 46.4163791, 30.7629547 46.4162627, 30.762815332369726 46.41603404309764, 30.759785497965247 46.418958022131264))",1835.0,881e5dcd25fffff,1,0,0,0,0,0,0,0,0,0,0,0,30349.0,25,0,7,4,4,6,0,0,14,1,0,10
"POLYGON ((30.737295536682815 46.426420979535536, 30.74141195739761 46.42245107503293, 30.738398955668984 46.41824165533084, 30.73126988817868 46.418001968898494, 30.727153063898196 46.42197174324532, 30.73016571058012 46.426181334176555, 30.737295536682815 46.426420979535536))",6671.0,881e5d5255fffff,0,0,0,0,1,2,0,0,0,0,0,1,44208.0,18,3,4,1,3,21,2,0,2,1,0,17
"POLYGON ((30.75868435488147 46.427137222597054, 30.762799472196413 46.42316670679598, 30.759785497965247 46.418958022131264, 30.75265676078045 46.41871968192594, 30.748541239275472 46.422690067721796, 30.751554859051755 46.4268989237245, 30.75868435488147 46.427137222597054))",15257.0,881e5d5253fffff,4,0,0,2,1,1,0,0,0,0,0,3,49567.0,28,0,11,3,4,14,0,0,14,1,0,11
"POLYGON ((30.747438842240808 46.43086895831892, 30.751554859051755 46.4268989237245, 30.748541239275472 46.422690067721796, 30.74141195739761 46.42245107503293, 30.737295536682815 46.426420979535536, 30.740308801656116 46.43063000681512, 30.747438842240808 46.43086895831892))",8602.0,881e5d5251fffff,2,0,2,0,1,1,0,0,0,0,0,3,66593.0,20,2,5,3,4,17,3,0,0,0,0,17
"POLYGON ((30.762799472196413 46.42316670679598, 30.75868435488147 46.427137222597054, 30.761698592607754 46.43134551476358, 30.768828301953537 46.431583119747124, 30.769519448553897 46.43091617202851, 30.7694305 46.4307883, 30.7695408 46.4307587, 30.7694408 46.4306165, 30.7693408 46.4304965, 30.7691796 46.4303809, 30.76901 46.4302264, 30.768899 46.4301253, 30.7687184 46.4298874, 30.7685862 46.4296452, 30.768539 46.4294875, 30.7685104 46.4293844, 30.7684681 46.4292316, 30.7683387 46.4289311, 30.7686377 46.4288671, 30.7686135 46.4288289, 30.7685964 46.428802, 30.7684792 46.4286651, 30.7683541 46.4285389, 30.7681933 46.428425, 30.767999 46.4283311, 30.7679431 46.428311, 30.7676753 46.4282145, 30.7678691 46.4279939, 30.7676039 46.4278562, 30.767374 46.4277148, 30.7671796 46.4275691, 30.7670318 46.4274178, 30.7669442 46.4273142, 30.7668692 46.4271715, 30.7668169 46.4270054, 30.766758 46.4267988, 30.7667502 46.4266651, 30.7667746 46.4265435, 30.7668045 46.4264012, 30.7669365 46.4262193, 30.767058 46.4260695, 30.7674667 46.4256578, 30.7672305 46.4255565, 30.767831 46.4250146, 30.7684557 46.4245401, 30.7687411 46.4240032, 30.768567725413153 46.42335899383069, 30.762799472196413 46.42316670679598))",6981.0,881e5dcd2dfffff,21,0,5,1,2,3,0,0,13,1,0,2,40406.0,10,0,5,2,2,9,1,0,3,0,0,9
"POLYGON ((30.665992367404577 46.42400432420357, 30.673123172537096 46.42424801016349, 30.677243497259614 46.420279942462905, 30.67486625756354 46.41695377104223, 30.6746569 46.4174189, 30.664476517824966 46.42188304971257, 30.665992367404577 46.42400432420357))",6.0,881e5dc9bbfffff,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,0,0,0,0,0,0,0,0,0,0
"POLYGON ((30.694514939615793 46.42497637388903, 30.698633964035608 46.42100769343716, 30.69562291011008 46.416796804541505, 30.68849318790083 46.41655442508337, 30.684373761165322 46.42052297507902, 30.68738445886113 46.42473403498529, 30.694514939615793 46.42497637388903))",1.0,881e5d5269fffff,0,0,0,0,0,0,0,0,0,0,0,0,8715.0,0,0,0,0,0,0,0,0,0,1,1,0
"POLYGON ((30.71590572962959 46.425700696823476, 30.720023452713093 46.42173140410411, 30.717011424419905 46.41752124965815, 30.70988202858791 46.41728021680785, 30.705763902563508 46.42124937922113, 30.708775575218386 46.425459704787066, 30.71590572962959 46.425700696823476))",6817.0,881e5d5247fffff,1,1,0,1,0,2,0,0,0,0,1,2,36810.0,30,2,5,1,4,31,1,0,4,2,2,16
"POLYGON ((30.683264536167176 46.428702233228314, 30.68738445886113 46.42473403498529, 30.684373761165322 46.42052297507902, 30.677243497259614 46.420279942462905, 30.673123172537096 46.42424801016349, 30.67613351365522 46.42845924101888, 30.683264536167176 46.428702233228314))",62.0,881e5dc997fffff,0,0,0,0,0,0,0,0,0,0,0,0,1784.0,0,0,0,0,0,0,0,0,0,0,1,0
"POLYGON ((30.704656953452638 46.429428515631415, 30.708775575218386 46.425459704787066, 30.705763902563508 46.42124937922113, 30.698633964035608 46.42100769343716, 30.694514939615793 46.42497637388903, 30.697526256284306 46.42918687051359, 30.704656953452638 46.429428515631415))",4554.0,881e5d5245fffff,0,0,0,0,0,0,0,0,0,1,0,0,24744.0,16,1,1,2,1,15,1,0,1,0,4,7
"POLYGON ((30.726048390775766 46.430150757138186, 30.73016571058012 46.426181334176555, 30.727153063898196 46.42197174324532, 30.720023452713093 46.42173140410411, 30.71590572962959 46.425700696823476, 30.718918020916735 46.42991045892259, 30.726048390775766 46.430150757138186))",7915.0,881e5d5243fffff,6,0,2,0,2,15,0,0,1,0,0,6,39318.0,29,3,3,2,2,30,4,0,2,1,4,17
"POLYGON ((30.664881129009125 46.43218331110476, 30.672012692808615 46.432426956805735, 30.67613351365522 46.42845924101888, 30.673123172537096 46.42424801016349, 30.665992367404577 46.42400432420357, 30.66225569470098 46.427601695334154, 30.6621697 46.4281377, 30.661980268261562 46.42812458878996, 30.664881129009125 46.43218331110476))",6.0,881e5dc995fffff,0,0,0,0,0,0,0,0,0,0,0,0,616.0,0,0,0,0,0,0,0,0,0,0,0,0
"POLYGON ((30.69340673595734 46.43315519923542, 30.697526256284306 46.42918687051359, 30.694514939615793 46.42497637388903, 30.68738445886113 46.42473403498529, 30.683264536167176 46.428702233228314, 30.686275496501228 46.432912900850134, 30.69340673595734 46.43315519923542))",1611.0,881e5dc993fffff,0,0,0,0,0,0,0,0,0,0,1,0,14305.0,0,0,0,0,0,0,0,0,0,1,0,2
"POLYGON ((30.7147998021434 46.433879400095655, 30.718918020916735 46.42991045892259, 30.71590572962959 46.425700696823476, 30.708775575218386 46.425459704787066, 30.704656953452638 46.429428515631415, 30.707668888996885 46.433638448837144, 30.7147998021434 46.433879400095655))",5473.0,881e5d5241fffff,15,0,1,1,1,13,1,0,1,0,2,3,44315.0,12,1,4,1,3,28,2,0,2,1,2,16
"POLYGON ((30.736191885469207 46.43459955995513, 30.740308801656116 46.43063000681512, 30.737295536682815 46.426420979535536, 30.73016571058012 46.426181334176555, 30.726048390775766 46.430150757138186, 30.729061300597937 46.43435995563348, 30.736191885469207 46.43459955995513))",6986.0,881e5d525dfffff,5,0,0,0,0,3,2,0,0,0,0,7,51929.0,20,3,9,0,7,33,2,0,1,0,1,20
"POLYGON ((30.682155077734393 46.43688074720203, 30.686275496501228 46.432912900850134, 30.683264536167176 46.428702233228314, 30.67613351365522 46.42845924101888, 30.672012692808615 46.432426956805735, 30.675023296460097 46.43663779536332, 30.682155077734393 46.43688074720203))",142.0,881e5dc991fffff,0,0,0,0,0,0,0,0,0,0,0,0,2616.0,1,0,0,0,0,0,0,0,0,0,1,0
"POLYGON ((30.703549771375386 46.43760690797408, 30.707668888996885 46.433638448837144, 30.704656953452638 46.429428515631415, 30.697526256284306 46.42918687051359, 30.69340673595734 46.43315519923542, 30.696418315410547 46.43736530348643, 30.703549771375386 46.43760690797408))",8928.0,881e5d524dfffff,0,0,0,0,0,0,0,0,0,0,0,2,28570.0,17,1,2,1,2,17,2,0,2,1,3,12
"POLYGON ((30.724943485155418 46.438329027071426, 30.729061300597937 46.43435995563348, 30.726048390775766 46.430150757138186, 30.718918020916735 46.42991045892259, 30.7147998021434 46.433879400095655, 30.71781235646628 46.43808876974547, 30.724943485155418 46.438329027071426))",7315.0,881e5d524bfffff,4,0,2,0,0,8,1,0,0,0,1,3,45695.0,28,2,3,1,6,40,4,0,3,0,2,24
"POLYGON ((30.670901979374936 46.440605159098, 30.675023296460097 46.43663779536332, 30.672012692808615 46.432426956805735, 30.664881129009125 46.43218331110476, 30.66075941013175 46.43615054418817, 30.66376965675241 46.44036155362004, 30.670901979374936 46.440605159098))",32.0,881e5dc99dfffff,0,0,0,0,0,0,0,0,0,0,0,0,1161.0,1,0,0,0,0,0,0,1,0,0,0,0
"POLYGON ((30.692298299061985 46.44133328033979, 30.696418315410547 46.43736530348643, 30.69340673595734 46.43315519923542, 30.686275496501228 46.432912900850134, 30.682155077734393 46.43688074720203, 30.68516630074831 46.44109102243694, 30.692298299061985 46.44133328033979))",618.0,881e5dc99bfffff,0,0,0,0,0,0,0,0,0,0,0,0,24335.0,3,1,1,0,1,1,0,0,0,0,1,10
"POLYGON ((30.713693641888728 46.44205735923374, 30.71781235646628 46.43808876974547, 30.7147998021434 46.433879400095655, 30.707668888996885 46.433638448837144, 30.703549771375386 46.43760690797408, 30.706561969850707 46.441816448717134, 30.713693641888728 46.44205735923374))",8786.0,881e5d5249fffff,1,0,0,0,1,3,1,0,1,0,0,3,47949.0,20,2,4,1,3,24,2,0,1,1,6,19
"POLYGON ((30.735088001955628 46.44277739634873, 30.739205413729003 46.43880819470973, 30.736191885469207 46.43459955995513, 30.729061300597937 46.43435995563348, 30.724943485155418 46.438329027071426, 30.72795665815964 46.44253783302838, 30.735088001955628 46.44277739634873))",7785.0,881e5dc8b7fffff,1,1,0,0,1,4,0,0,0,0,0,2,48115.0,19,6,7,0,5,19,4,0,0,0,1,19
